"","color","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
"934","red",7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,5
"4290","white",6.9,0.3,0.25,3.3,0.041,26,124,0.99428,3.18,0.5,9.3,6
"330","red",10.7,0.46,0.39,2,0.061,7,15,0.9981,3.18,0.62,9.5,5
"4522","white",6.5,0.44,0.47,5.45,0.014,44,137,0.98984,3.13,0.32,13,8
"1535","red",6.6,0.56,0.14,2.4,0.064,13,29,0.99397,3.42,0.62,11.7,7
"4348","white",5.8,0.17,0.34,1.8,0.045,96,170,0.99035,3.38,0.9,11.8,8
"4563","white",7.5,0.38,0.29,4.9,0.021,38,113,0.99026,3.08,0.48,13,7
"4581","white",8.5,0.23,0.28,11.1,0.033,30,97,0.99507,3.03,0.39,10.5,7
"4259","white",7.1,0.15,0.34,1,0.033,27,73,0.98974,3.24,0.41,12.2,6
"2153","white",7,0.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6,7
"1268","red",10.4,0.43,0.5,2.3,0.068,13,19,0.996,3.1,0.87,11.4,6
"1252","red",7.5,0.58,0.14,2.2,0.077,27,60,0.9963,3.28,0.59,9.8,5
"3866","white",9.4,0.42,0.32,6.5,0.027,20,167,0.99479,3.08,0.43,10.6,5
"3122","white",6.9,0.21,0.49,1.4,0.041,15,164,0.9927,3.25,0.63,11,5
"1861","white",6.9,0.29,0.4,19.45,0.043,36,156,0.9996,2.93,0.47,8.9,5
"1996","white",8.2,0.28,0.42,1.8,0.031,30,93,0.9917,3.09,0.39,11.4,5
"536","red",9.1,0.22,0.24,2.1,0.078,1,28,0.999,3.41,0.87,10.3,6
"6354","white",6.4,0.19,0.35,10.2,0.043,40,106,0.99632,3.16,0.5,9.7,6
"3528","white",7,0.27,0.32,6.8,0.047,47,193,0.9938,3.23,0.39,11.4,6
"1716","white",6,0.31,0.24,3.3,0.041,25,143,0.9914,3.31,0.44,11.3,6
"428","red",9.5,0.78,0.22,1.9,0.077,6,32,0.9988,3.26,0.56,10.6,6
"3234","white",8.3,0.25,0.49,16.8,0.048,50,228,1.0001,3.03,0.52,9.2,6
"2067","white",6.8,0.32,0.21,2.2,0.044,15,68,0.9932,3.17,0.39,9.4,6
"1307","red",9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1,5
"729","red",6.4,0.57,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5,5
"5573","white",6.3,0.27,0.51,7.6,0.049,35,200,0.99548,3.16,0.54,9.4,4
"6071","white",6.2,0.2,0.28,1.1,0.039,24,78,0.9899,3.36,0.47,12.1,6
"4240","white",7.4,0.2,0.37,1.2,0.028,28,89,0.99132,3.14,0.61,11.8,6
"4550","white",6,0.28,0.25,1.8,0.042,8,108,0.9929,3.08,0.55,9,5
"3315","white",6.5,0.18,0.34,1.6,0.04,43,148,0.9912,3.32,0.59,11.5,8
"3009","white",7.9,0.2,0.34,1.2,0.04,29,118,0.9932,3.14,0.41,10.6,6
"229","red",7.7,0.43,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5,6
"427","red",6.4,0.67,0.08,2.1,0.045,19,48,0.9949,3.49,0.49,11.4,6
"3075","white",7.2,0.08,0.49,1.3,0.05,18,148,0.9945,3.46,0.44,10.2,6
"4877","white",6.4,0.16,0.25,1.4,0.057,21,125,0.99091,3.23,0.44,11.1,7
"1290","red",7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2,5
"2176","white",8.2,0.23,0.29,1.8,0.047,47,187,0.9933,3.13,0.5,10.2,6
"5306","white",6.6,0.15,0.34,1,0.037,45,79,0.98949,2.96,0.5,11.7,6
"4088","white",7.9,0.27,0.27,1.7,0.034,25,122,0.99088,2.97,0.51,11.9,6
"2483","white",7.4,0.26,0.43,6,0.022,22,125,0.9928,3.13,0.55,11.5,6
"2396","white",7.8,0.42,0.23,8.8,0.054,42,215,0.9971,3.02,0.58,9.2,6
"4534","white",5.3,0.21,0.29,0.7,0.028,11,66,0.99215,3.3,0.4,9.8,5
"3206","white",7.5,0.32,0.49,1.7,0.031,44,109,0.9906,3.07,0.46,12.5,6
"2172","white",6.7,0.34,0.54,16.3,0.047,44,181,0.9987,3.04,0.56,8.8,5
"3022","white",5.3,0.165,0.24,1.1,0.051,25,105,0.9925,3.32,0.47,9.1,5
"2101","white",6.8,0.19,0.58,14.2,0.038,51,164,0.9975,3.12,0.48,9.6,6
"3352","white",6.1,0.255,0.44,12.3,0.045,53,197,0.9967,3.24,0.54,9.5,6
"363","red",11.9,0.58,0.66,2.5,0.072,6,37,0.9992,3.05,0.56,10,5
"2597","white",6.1,0.24,0.27,9.8,0.062,33,152,0.9966,3.31,0.47,9.5,6
"1709","white",6.9,0.33,0.28,1.3,0.051,37,187,0.9927,3.27,0.6,10.3,5
"3960","white",8.1,0.25,0.34,10.1,0.05,30,121,0.99724,3.17,0.49,10.1,6
"4616","white",7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,6
"5447","white",6.4,0.32,0.23,16.2,0.055,36,176,0.9986,3.26,0.54,9.1,5
"2037","white",6.6,0.16,0.32,1.4,0.035,49,186,0.9906,3.35,0.64,12.4,8
"4998","white",6.1,0.33,0.32,7.8,0.052,52,183,0.99657,3.39,0.65,9.5,5
"4816","white",7.2,0.13,0.46,1.3,0.044,48,111,0.99127,2.97,0.45,11.1,5
"760","red",8.8,0.42,0.21,2.5,0.092,33,88,0.99823,3.19,0.52,9.2,5
"4402","white",5.6,0.15,0.31,5.3,0.038,8,79,0.9923,3.3,0.39,10.5,6
"975","red",8.8,0.33,0.41,5.9,0.073,7,13,0.99658,3.3,0.62,12.1,7
"1826","white",6.4,0.17,0.32,2.4,0.048,41,200,0.9938,3.5,0.5,9.7,6
"772","red",9.4,0.685,0.26,2.4,0.082,23,143,0.9978,3.28,0.55,9.4,5
"4396","white",6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5,7
"193","red",6.8,0.63,0.12,3.8,0.099,16,126,0.9969,3.28,0.61,9.5,5
"2514","white",8,0.32,0.26,1.2,0.05,11.5,88,0.9946,3.24,0.37,9.5,4
"3097","white",6.8,0.27,0.49,1.2,0.044,35,126,0.99,3.13,0.48,12.1,7
"1024","red",8.2,0.32,0.42,2.3,0.098,3,9,0.99506,3.27,0.55,12.3,6
"2099","white",7.2,0.4,0.62,10.8,0.041,70,189,0.9976,3.08,0.49,8.6,4
"2948","white",7.8,0.29,0.36,7,0.042,38,161,0.9941,3.26,0.37,11.2,8
"5195","white",7.2,0.16,0.29,1,0.031,40,123,0.98958,3.12,0.4,12.1,7
"107","red",7.8,0.41,0.68,1.7,0.467,18,69,0.9973,3.08,1.31,9.3,5
"2202","white",6.4,0.45,0.07,1.1,0.03,10,131,0.9905,2.97,0.28,10.8,5
"4811","white",8.2,0.3,0.44,12.4,0.043,52,154,0.99452,3.04,0.33,12,6
"3993","white",6.4,0.17,0.34,1.5,0.093,43,136,0.9938,3.25,0.49,9.6,6
"1936","white",6.3,0.23,0.33,1.5,0.036,15,105,0.991,3.32,0.42,11.2,6
"5720","white",7.4,0.28,0.5,12.1,0.049,48,122,0.9973,3.01,0.44,9,5
"5619","white",6.2,0.32,0.12,4.8,0.054,6,97,0.99424,3.16,0.5,9.3,5
"2182","white",7.3,0.3,0.22,6.4,0.056,44,168,0.9947,3.13,0.35,10.1,6
"1327","red",6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6
"4830","white",6.7,0.13,0.57,6.6,0.056,60,150,0.99548,2.96,0.43,9.4,6
"2592","white",6.5,0.25,0.27,15.2,0.049,75,217,0.9972,3.19,0.39,9.9,5
"2467","white",7.8,0.18,0.46,12.6,0.042,41,143,1,3.24,0.76,8.5,8
"2766","white",6.1,0.45,0.27,0.8,0.039,13,82,0.9927,3.23,0.32,9.5,5
"2985","white",6.2,0.33,0.29,1.3,0.042,26,138,0.9956,3.77,0.64,9.5,5
"4136","white",6.5,0.23,0.25,17.3,0.046,15,110,0.99828,3.15,0.42,9.2,6
"5246","white",7.2,0.33,0.22,4.5,0.031,10,73,0.99076,2.97,0.52,12.2,7
"2435","white",7.5,0.42,0.34,4.3,0.04,34,108,0.99155,3.14,0.45,12.8,8
"3628","white",8.9,0.21,0.34,7.1,0.037,33,150,0.9962,3.1,0.45,9.7,6
"3349","white",6.1,0.17,0.27,1.5,0.056,45,135,0.9924,3.2,0.43,10.2,6
"1166","red",8.5,0.44,0.5,1.9,0.369,15,38,0.99634,3.01,1.1,9.4,5
"4988","white",8.8,0.39,0.35,1.8,0.096,22,80,0.99016,2.95,0.54,12.6,6
"3773","white",7.6,0.32,0.58,16.75,0.05,43,163,0.9999,3.15,0.54,9.2,5
"2771","white",8.2,0.61,0.45,5.4,0.03,15,118,0.9954,3.14,0.34,9.6,5
"4932","white",6.5,0.22,0.28,3.7,0.059,29,151,0.99177,3.23,0.41,12.1,7
"3046","white",6.3,0.27,0.49,1.2,0.063,35,92,0.9911,3.38,0.42,12.2,6
"2864","white",7.2,0.14,0.35,1.2,0.036,15,73,0.9938,3.46,0.39,9.9,5
"2096","white",7.2,0.4,0.62,10.8,0.041,70,189,0.9976,3.08,0.49,8.6,4
"431","red",10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11,7
"1586","red",7.2,0.39,0.44,2.6,0.066,22,48,0.99494,3.3,0.84,11.5,6
"4131","white",6.7,0.54,0.27,7.1,0.049,8,178,0.99502,3.16,0.38,9.4,4
"5151","white",5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6
"4647","white",7.7,0.18,0.53,1.2,0.041,42,167,0.9908,3.11,0.44,11.9,5
"4025","white",7.2,0.24,0.29,3,0.036,17,117,0.99411,3.36,0.68,10.1,6
"4710","white",6.7,0.24,0.46,2.2,0.033,19,111,0.99045,3.1,0.62,11.9,6
"1867","white",5.3,0.58,0.07,6.9,0.043,34,149,0.9944,3.34,0.57,9.7,5
"2516","white",7.4,0.13,0.39,4.7,0.042,36,137,0.995,3.36,0.56,10.3,7
"2553","white",8.2,0.23,0.37,1.3,0.042,39,117,0.9928,2.99,0.36,10,5
"5662","white",7.4,0.36,0.32,1.9,0.036,27,119,0.99196,3.15,0.49,11.2,6
"6214","white",7.1,0.33,0.18,6.3,0.094,27,166,0.99474,2.9,0.49,9.5,5
"1374","red",7.7,0.75,0.27,3.8,0.11,34,89,0.99664,3.24,0.45,9.3,5
"4810","white",5.8,0.33,0.23,5,0.053,29,106,0.99458,3.13,0.52,9,5
"1608","white",6.3,0.3,0.34,1.6,0.049,14,132,0.994,3.3,0.49,9.5,6
"6258","white",7.1,0.43,0.25,2.8,0.036,43,132,0.98975,3.21,0.47,13.4,6
"3958","white",7.4,0.32,0.27,12.9,0.04,60,221,0.99831,3.05,0.66,9.4,5
"2924","white",6.9,0.16,0.35,1.3,0.043,21,182,0.9927,3.25,0.62,10.8,6
"4564","white",5.8,0.19,0.24,1.3,0.044,38,128,0.99362,3.77,0.6,10.6,5
"4438","white",6.9,0.15,0.29,2.3,0.033,14,82,0.99132,3.1,0.58,11.2,7
"3681","white",7.5,0.42,0.14,10.7,0.046,18,95,0.9959,3.22,0.33,10.7,5
"2936","white",7.8,0.29,0.36,7,0.042,38,161,0.9941,3.26,0.37,11.2,8
"4187","white",5.1,0.14,0.25,0.7,0.039,15,89,0.9919,3.22,0.43,9.2,6
"512","red",10,0.59,0.31,2.2,0.09,26,62,0.9994,3.18,0.63,10.2,6
"6376","white",5.8,0.27,0.4,1.2,0.076,47,130,0.99185,3.13,0.45,10.3,6
"5436","white",8,0.27,0.33,1.2,0.05,41,103,0.99002,3,0.45,12.4,6
"876","red",8.8,0.31,0.4,2.8,0.109,7,16,0.99614,3.31,0.79,11.8,7
"1657","white",6,0.19,0.26,12.4,0.048,50,147,0.9972,3.3,0.36,8.9,6
"1855","white",6.7,0.26,0.39,1.1,0.04,45,147,0.9935,3.32,0.58,9.6,8
"6380","white",5.8,0.3,0.09,6.3,0.042,36,138,0.99382,3.15,0.48,9.7,5
"1711","white",7.2,0.27,0.46,18.75,0.052,45,255,1,3.04,0.52,8.9,5
"2622","white",6.8,0.19,0.32,7.05,0.019,54,188,0.9935,3.25,0.37,11.1,8
"139","red",7.8,0.56,0.19,2.1,0.081,15,105,0.9962,3.33,0.54,9.5,5
"5165","white",8,0.25,0.27,9.7,0.036,15,85,0.99406,2.99,0.36,11.2,6
"112","red",8.4,0.62,0.09,2.2,0.084,11,108,0.9964,3.15,0.66,9.8,5
"1116","red",7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6
"2583","white",5.7,0.36,0.34,4.2,0.026,21,77,0.9907,3.41,0.45,11.9,6
"282","red",7.7,0.27,0.68,3.5,0.358,5,10,0.9972,3.25,1.08,9.9,7
"3157","white",7.9,0.18,0.49,5.2,0.051,36,157,0.9953,3.18,0.48,10.6,6
"4504","white",6.4,0.25,0.32,0.9,0.034,40,114,0.99114,3.31,0.58,10.8,7
"3096","white",6.7,0.62,0.24,1.1,0.039,6,62,0.9934,3.41,0.32,10.4,5
"3619","white",6.6,0.32,0.22,16.7,0.046,38,133,0.9979,3.22,0.67,10.4,6
"3956","white",7.1,0.34,0.32,2,0.051,29,130,0.99354,3.3,0.5,10.4,6
"5068","white",6.6,0.16,0.36,1.1,0.031,27,93,0.98884,3.23,0.34,13.2,8
"1540","red",7.2,0.39,0.32,1.8,0.065,34,60,0.99714,3.46,0.78,9.9,5
"6280","white",6.8,0.63,0.04,1.3,0.058,25,133,0.99271,3.17,0.39,10.2,4
"4410","white",7.8,0.26,0.31,3.6,0.025,22,100,0.99066,2.99,0.47,12.1,7
"481","red",10.6,0.28,0.39,15.5,0.069,6,23,1.0026,3.12,0.66,9.2,5
"3854","white",6.2,0.26,0.19,3.4,0.049,47,172,0.9924,3.14,0.43,10.4,6
"1835","white",7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,6
"5516","white",7.1,0.37,0.3,6.2,0.04,49,139,0.99021,3.17,0.27,13.6,6
"4737","white",6.2,0.25,0.39,1.3,0.051,42,135,0.9906,3.23,0.4,11.1,6
"558","red",15.6,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,5
"4861","white",6.3,0.32,0.32,1.5,0.03,24,101,0.98923,3.21,0.42,13,5
"4163","white",5.7,0.255,0.65,1.2,0.079,17,137,0.99307,3.2,0.42,9.4,5
"3817","white",8.1,0.25,0.38,3.8,0.051,18,129,0.9928,3.21,0.38,11.5,6
"3787","white",6.8,0.25,0.18,1.4,0.056,13,137,0.9935,3.11,0.42,9.5,5
"1232","red",7.8,0.815,0.01,2.6,0.074,48,90,0.99621,3.38,0.62,10.8,5
"718","red",7.6,0.46,0.11,2.6,0.079,12,49,0.9968,3.21,0.57,10,5
"4949","white",6.4,0.17,0.27,9.9,0.047,26,101,0.99596,3.34,0.5,9.9,6
"2173","white",7.2,0.2,0.34,2.7,0.032,49,151,0.99,3.16,0.39,12.7,7
"1358","red",7.3,0.43,0.24,2.5,0.078,27,67,0.99648,3.6,0.59,11.1,6
"1958","white",10,0.2,0.39,1.4,0.05,19,152,0.994,3,0.42,10.4,6
"6299","white",6.8,0.3,0.33,12.8,0.041,60,168,0.99659,3.1,0.56,9.8,5
"116","red",9.4,0.4,0.31,2.2,0.09,13,62,0.9966,3.07,0.63,10.5,6
"726","red",9,0.66,0.17,3,0.077,5,13,0.9976,3.29,0.55,10.4,5
"3209","white",8.1,0.2,0.49,11.8,0.048,46,212,0.9968,3.09,0.46,10,7
"5775","white",6.9,0.35,0.39,2.4,0.048,25,157,0.99133,3.2,0.54,11.1,7
"4279","white",7.6,0.18,0.28,7.1,0.041,29,110,0.99652,3.2,0.42,9.2,6
"2830","white",7.3,0.29,0.3,13,0.043,46,238,0.9986,3.06,0.41,8.7,6
"6341","white",6.1,0.27,0.31,3.9,0.034,42,137,0.99218,3.24,0.46,10.9,6
"5071","white",6.8,0.19,0.4,9.85,0.055,41,103,0.99532,2.98,0.56,10.5,6
"5581","white",6.3,0.22,0.27,4.5,0.036,81,157,0.9928,3.05,0.76,10.7,7
"2500","white",6.6,0.2,0.38,7.9,0.052,30,145,0.9947,3.32,0.56,11,7
"4474","white",5.4,0.23,0.36,1.5,0.03,74,121,0.98976,3.24,0.99,12.1,7
"5509","white",6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,7
"3225","white",6.4,0.26,0.49,6.4,0.037,37,161,0.9954,3.38,0.53,9.7,6
"2496","white",6.8,0.18,0.28,8.7,0.047,52,242,0.9952,3.22,0.53,10.5,6
"4291","white",6.2,0.28,0.27,10.3,0.03,26,108,0.99388,3.2,0.36,10.7,6
"1995","white",6.8,0.27,0.12,1.3,0.04,87,168,0.992,3.18,0.41,10,5
"5846","white",5.7,0.18,0.26,2.2,0.023,21,95,0.9893,3.07,0.54,12.3,6
"2","red",7.8,0.88,0,2.6,0.098,25,67,0.9968,3.2,0.68,9.8,5
"6238","white",6.5,0.51,0.25,1.7,0.048,39,177,0.99212,3.28,0.57,10.6,5
"5287","white",6,0.16,0.27,12,0.03,39,98,0.99402,3.15,0.34,10.8,5
"3400","white",7.6,0.3,0.22,10.2,0.049,57,191,0.9966,3.08,0.4,9.3,6
"79","red",6.7,0.75,0.12,2,0.086,12,80,0.9958,3.38,0.52,10.1,5
"1304","red",8,0.28,0.44,1.8,0.081,28,68,0.99501,3.36,0.66,11.2,5
"2908","white",9.2,0.15,0.68,1.6,0.046,22,130,0.9948,3.02,0.45,10.4,6
"6453","white",5.2,0.25,0.23,1.4,0.047,20,77,0.99001,3.32,0.62,11.4,5
"4625","white",5.4,0.22,0.29,1.2,0.045,69,152,0.99178,3.76,0.63,11,7
"6419","white",5.7,0.4,0.35,5.1,0.026,17,113,0.99052,3.18,0.67,12.4,6
"3093","white",8,0.34,0.49,9,0.033,39,180,0.9936,3.13,0.38,12.3,8
"3928","white",6.9,0.35,0.55,11.95,0.038,22,111,0.99687,3.11,0.29,9.7,5
"790","red",8.6,0.63,0.17,2.9,0.099,21,119,0.998,3.09,0.52,9.3,5
"272","red",11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,6
"5647","white",6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6
"5947","white",7.1,0.23,0.3,2.6,0.034,62,148,0.99121,3.03,0.56,11.3,7
"5124","white",5.3,0.36,0.27,6.3,0.028,40,132,0.99186,3.37,0.4,11.6,6
"851","red",9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,5
"5800","white",8,0.24,0.33,1.2,0.044,28,101,0.99035,3.03,0.43,12.5,6
"228","red",9,0.82,0.14,2.6,0.089,9,23,0.9984,3.39,0.63,9.8,5
"6399","white",6.2,0.26,0.2,8,0.047,35,111,0.99445,3.11,0.42,10.4,6
"4553","white",6,0.28,0.25,1.8,0.042,8,108,0.9929,3.08,0.55,9,5
"204","red",7,0.42,0.35,1.6,0.088,16,39,0.9961,3.34,0.55,9.2,5
"2607","white",5.1,0.52,0.06,2.7,0.052,30,79,0.9932,3.32,0.43,9.3,5
"450","red",11.9,0.39,0.69,2.8,0.095,17,35,0.9994,3.1,0.61,10.8,6
"913","red",10,0.46,0.44,2.9,0.065,4,8,0.99674,3.33,0.62,12.2,6
"3301","white",7.9,0.29,0.36,11.1,0.033,43,208,0.9969,3.14,0.46,10.3,5
"5998","white",7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5
"78","red",6.8,0.785,0,2.4,0.104,14,30,0.9966,3.52,0.55,10.7,6
"141","red",8.4,0.745,0.11,1.9,0.09,16,63,0.9965,3.19,0.82,9.6,5
"2221","white",6.5,0.26,0.43,8.9,0.083,50,171,0.9965,2.85,0.5,9,5
"2958","white",6.8,0.35,0.32,2.4,0.048,35,103,0.9911,3.28,0.46,12,8
"6322","white",6,0.25,0.28,7.7,0.053,37,132,0.99489,3.06,0.5,9.4,6
"3967","white",7.2,0.3,0.3,8.1,0.05,40,188,0.99652,3.15,0.49,9.1,6
"2251","white",7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7
"264","red",7.9,0.37,0.23,1.8,0.077,23,49,0.9963,3.28,0.67,9.3,5
"418","red",7,0.58,0.12,1.9,0.091,34,124,0.9956,3.44,0.48,10.5,5
"4820","white",9,0.38,0.53,2.1,0.102,19,76,0.99001,2.93,0.57,12.9,5
"1712","white",7.2,0.31,0.5,13.3,0.056,68,195,0.9982,3.01,0.47,9.2,5
"2120","white",7.9,0.19,0.26,2.1,0.039,8,143,0.9942,3.05,0.74,9.8,5
"5777","white",6.4,0.25,0.33,1.7,0.037,35,113,0.99164,3.23,0.66,10.6,6
"4161","white",6.9,0.28,0.22,10,0.052,36,131,0.99696,3.08,0.46,9.6,5
"3047","white",7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,6
"5676","white",7.4,0.37,0.26,9.6,0.05,33,134,0.99608,3.13,0.46,10.4,5
"514","red",10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,7
"265","red",12.5,0.56,0.49,2.4,0.064,5,27,0.9999,3.08,0.87,10.9,5
"1610","white",8.1,0.27,0.41,1.45,0.033,11,63,0.9908,2.99,0.56,12,5
"3384","white",6.7,0.24,0.29,6.8,0.038,54,127,0.9932,3.33,0.46,11.6,7
"957","red",9,0.36,0.52,2.1,0.111,5,10,0.99568,3.31,0.62,11.3,6
"2336","white",6.6,0.25,0.3,14.4,0.052,40,183,0.998,3.02,0.5,9.1,6
"1425","red",8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,6
"2014","white",7.2,0.25,0.39,18.95,0.038,42,155,0.9999,2.97,0.47,9,6
"4738","white",6.9,0.22,0.43,6.4,0.042,34,115,0.99293,3.05,0.51,10.8,6
"4739","white",6.2,0.19,0.29,4.3,0.045,33,126,0.99658,3.18,0.42,9.3,6
"23","red",7.9,0.43,0.21,1.6,0.106,10,37,0.9966,3.17,0.91,9.5,5
"6222","white",6.5,0.5,0.22,4.1,0.036,35,131,0.9902,3.26,0.55,13,7
"1846","white",6.8,0.21,0.27,2.1,0.03,26,139,0.99,3.16,0.61,12.6,7
"482","red",9.4,0.3,0.56,2.8,0.08,6,17,0.9964,3.15,0.92,11.7,8
"3892","white",6.5,0.32,0.23,1.2,0.054,39,208,0.99272,3.18,0.46,9.9,6
"3214","white",8,0.29,0.49,11.7,0.035,40,131,0.9958,3.14,0.34,10.8,5
"2038","white",7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,7
"5281","white",7,0.22,0.26,9.2,0.027,37,122,0.99228,3.06,0.34,12.5,8
"4756","white",6.1,0.17,0.42,15.1,0.033,28,124,0.99684,2.87,0.47,9.5,5
"4065","white",7.5,0.28,0.78,12.1,0.041,53,161,0.99838,2.98,0.44,8.7,5
"476","red",9.6,0.68,0.24,2.2,0.087,5,28,0.9988,3.14,0.6,10.2,5
"4644","white",6,0.27,0.3,14.7,0.044,15,144,0.99666,3.12,0.53,10.3,6
"3632","white",6.5,0.25,0.2,1.4,0.024,29,101,0.9916,3.24,0.54,10.8,6
"856","red",7.6,0.735,0.02,2.5,0.071,10,14,0.99538,3.51,0.71,11.7,7
"70","red",8,0.705,0.05,1.9,0.074,8,19,0.9962,3.34,0.95,10.5,6
"154","red",7.5,0.6,0.03,1.8,0.095,25,99,0.995,3.35,0.54,10.1,5
"5126","white",8.9,0.27,0.28,0.8,0.024,29,128,0.98984,3.01,0.35,12.4,6
"4436","white",6.5,0.22,0.45,8,0.053,52,196,0.9959,3.23,0.48,9.1,6
"2564","white",5.9,0.26,0.21,12.5,0.034,36,152,0.9972,3.28,0.43,9.5,6
"6414","white",5.7,0.4,0.35,5.1,0.026,17,113,0.99052,3.18,0.67,12.4,6
"315","red",7.4,0.36,0.29,2.6,0.087,26,72,0.99645,3.39,0.68,11,5
"720","red",7.1,0.66,0,3.9,0.086,17,45,0.9976,3.46,0.54,9.5,5
"5528","white",6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9,5
"4806","white",6.6,0.29,0.39,6.75,0.031,22,98,0.9913,3.15,0.8,12.9,7
"2569","white",5.5,0.42,0.09,1.6,0.019,18,68,0.9906,3.33,0.51,11.4,7
"3358","white",9.6,0.21,0.28,1.2,0.038,12,53,0.9926,2.8,0.46,10.6,5
"412","red",9.1,0.45,0.35,2.4,0.08,23,78,0.9987,3.38,0.62,9.5,5
"1777","white",5.9,0.23,0.3,12.9,0.054,57,170,0.9972,3.28,0.39,9.4,5
"701","red",10.6,1.02,0.43,2.9,0.076,26,88,0.9984,3.08,0.57,10.1,6
"6315","white",6.7,0.15,0.32,7.9,0.034,17,81,0.99512,3.29,0.31,10,6
"5536","white",5.7,0.23,0.25,7.95,0.042,16,108,0.99486,3.44,0.61,10.3,6
"2351","white",6.9,0.2,0.5,10,0.036,78,167,0.9964,3.15,0.55,10.2,6
"501","red",7.8,0.52,0.25,1.9,0.081,14,38,0.9984,3.43,0.65,9,6
"5751","white",7.4,0.26,0.32,3.7,0.032,29,193,0.99134,3.1,0.67,12.5,6
"2091","white",7.1,0.23,0.39,1.6,0.032,12,65,0.9898,3.25,0.4,12.7,7
"1281","red",7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,6
"1633","white",6.2,0.12,0.34,1.5,0.045,43,117,0.9939,3.42,0.51,9,6
"3268","white",7.9,0.18,0.33,1.2,0.033,20,72,0.9922,3.12,0.38,10.5,7
"3207","white",5.8,0.19,0.49,4.9,0.04,44,118,0.9935,3.34,0.38,9.5,7
"5703","white",5.7,0.31,0.28,4.1,0.03,22,86,0.99062,3.31,0.38,11.7,7
"2582","white",5.1,0.39,0.21,1.7,0.027,15,72,0.9894,3.5,0.45,12.5,6
"4476","white",6.4,0.22,0.31,13.9,0.04,57,135,0.99672,3.21,0.38,10.7,5
"3661","white",6.7,0.23,0.33,1.8,0.036,23,96,0.9925,3.32,0.4,10.8,6
"3200","white",7,0.29,0.49,3.8,0.047,37,136,0.9938,2.95,0.4,9.4,6
"888","red",10.7,0.52,0.38,2.6,0.066,29,56,0.99577,3.15,0.79,12.1,7
"2664","white",8.1,0.26,0.37,1.9,0.072,48,159,0.9949,3.37,0.7,10.9,6
"2596","white",6,0.26,0.34,1.3,0.046,6,29,0.9924,3.29,0.63,10.4,5
"1503","red",7.3,0.585,0.18,2.4,0.078,15,60,0.99638,3.31,0.54,9.8,5
"5840","white",6.5,0.26,0.24,10.8,0.042,47,130,0.996,3.08,0.4,10.1,6
"5010","white",8.9,0.3,0.35,4.6,0.032,32,148,0.99458,3.15,0.45,11.5,7
"368","red",10.4,0.575,0.61,2.6,0.076,11,24,1,3.16,0.69,9,5
"3319","white",5.8,0.23,0.27,1.8,0.043,24,69,0.9933,3.38,0.31,9.4,6
"4294","white",6.2,0.28,0.27,10.3,0.03,26,108,0.99388,3.2,0.36,10.7,6
"5125","white",5.3,0.36,0.27,6.3,0.028,40,132,0.99186,3.37,0.4,11.6,6
"225","red",8.4,0.635,0.36,2,0.089,15,55,0.99745,3.31,0.57,10.4,4
"5376","white",6.9,0.33,0.31,7.7,0.04,29,135,0.99226,3.11,0.57,12.3,5
"6217","white",5.2,0.5,0.18,2,0.036,23,129,0.98949,3.36,0.77,13.4,7
"5239","white",6.7,0.13,0.32,3.7,0.017,32,99,0.99348,3.12,0.44,10,6
